id,name,organization,profile link,affiliation,majors
NmP3cNoAAAAJ,Mohammad Hammoud,American University of Beirut,https://scholar.google.com/citations?hl=en&user=NmP3cNoAAAAJ,"Research Assistant, AUB",Material Science catalysis adsorption CO2 methanation Biomass Valorization
WerD4fIAAAAJ,Thuraya HajAli,American University of Beirut,https://scholar.google.com/citations?hl=en&user=WerD4fIAAAAJ,American University of Beirut Medical Center,
3SOQExMAAAAJ,Ryan Yammine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=3SOQExMAAAAJ,"Post-Doctoral Research Fellow, American University of Beirut",Machine Learning Hip Fractures
SbEjcKAAAAAJ,Ali Muhieddine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=SbEjcKAAAAAJ,American University of Beirut,Mechatronics Computer Vision Robotics System Design Aerodynamics
VjYqaGMAAAAJ,Carla Aramouny,American University of Beirut,https://scholar.google.com/citations?hl=en&user=VjYqaGMAAAAJ,"Associate professor, Architecture, American University of Beirut",infrastructure ecology materiality representation architecture
AZ5J404AAAAJ,Ali J Taha,American University of Beirut,https://scholar.google.com/citations?hl=en&user=AZ5J404AAAAJ,American University Of Beirut Medical Center,
qrgR1WoAAAAJ,Jihan Ghanim,American University of Beirut,https://scholar.google.com/citations?hl=en&user=qrgR1WoAAAAJ,Graduate Student at American University of Beirut,Machine Learning
Agew-twAAAAJ,Fatima Ghadieh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Agew-twAAAAJ,American University of Beirut,
NCBxrFAAAAAJ,Ibrahim Abdelghany,American University of Beirut,https://scholar.google.com/citations?hl=en&user=NCBxrFAAAAAJ,American University of Beirut,Formal Verification Machine Learning Artificial Intelligence
AEuS2RoAAAAJ,Abdo Mghames,American University of Beirut,https://scholar.google.com/citations?hl=en&user=AEuS2RoAAAAJ,"Emergency Department, American University of Beirut Medical Center",
QsvSxWgAAAAJ,Abir Zaatari,American University of Beirut,https://scholar.google.com/citations?hl=en&user=QsvSxWgAAAAJ,"Urban Researcher, American University of Beirut",Urban Planning Housing Policy Land Policy
cFxoibQAAAAJ,Ghady Nasrallah,American University of Beirut,https://scholar.google.com/citations?hl=en&user=cFxoibQAAAAJ,American University of Beirut,
9hw5QqcAAAAJ,Mikel Madi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=9hw5QqcAAAAJ,American University of Beirut,General Surgery
KenwzVYAAAAJ,Camille Desjardins,American University of Beirut,https://scholar.google.com/citations?hl=en&user=KenwzVYAAAAJ,"Assistant Professor of HRM and OB, American University of Beirut",organizational justice gender equality telework gig work
f9_IbpQAAAAJ,Bassem Fleifel,American University of Beirut,https://scholar.google.com/citations?hl=en&user=f9_IbpQAAAAJ,American University of Beirut,Islamic and Ottoman History Al-Andalus Ilkhanate Eastern Christianity
R1SJTAkAAAAJ,Mariam Heikal,American University of Beirut,https://scholar.google.com/citations?hl=en&user=R1SJTAkAAAAJ,"Graduate Student, The American University of Beirut",Interdisciplinary applications of machine …
SKyZ8lYAAAAJ,Ali Tayyar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=SKyZ8lYAAAAJ,American University of Beirut,Dendritic Growth Interfacial Methods Electrode Engineering
8Pn6Y3sAAAAJ,Jad Abdul Khalek,American University of Beirut,https://scholar.google.com/citations?hl=en&user=8Pn6Y3sAAAAJ,American University of Beirut,
4cYdK4MAAAAJ,Hazar Shamas,American University of Beirut,https://scholar.google.com/citations?hl=en&user=4cYdK4MAAAAJ,American University of Beirut,
r7WwTuIAAAAJ,Tamara Al-Sadek,American University of Beirut,https://scholar.google.com/citations?hl=en&user=r7WwTuIAAAAJ,"Computer Engineering, American University of Beirut",
oAAoidUAAAAJ,Nour Merhi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=oAAoidUAAAAJ,American University of Beirut,Photochemistry Metal Organic Frameworks Synthesis and Applications Biosensing
a1ikESMAAAAJ,Malak Hamade,American University of Beirut,https://scholar.google.com/citations?hl=en&user=a1ikESMAAAAJ,"Senior Lecturer, American University of Beirut",mh394@aub.edu.lb
9hJSb-kAAAAJ,Rindala Fayyad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=9hJSb-kAAAAJ,"Biostatistician, American University of Beirut",public health biostatistics environmental health refugee health
pqVUvlIAAAAJ,Khaled Bakhit,American University of Beirut,https://scholar.google.com/citations?hl=en&user=pqVUvlIAAAAJ,American University of Beirut,Security Mobile Security Android Mobile Sensors Machine Learning
ASk-szQAAAAJ,Wafic El-Ariss,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ASk-szQAAAAJ,"Ph.D. Student, American University of Beirut",Decision-Making Robotics Automation Behavior Selection Algorithms Automata Theory
i7YOmHoAAAAJ,Christopher Kijilian,American University of Beirut,https://scholar.google.com/citations?hl=en&user=i7YOmHoAAAAJ,American University of Beirut,Social Psychology Intergroup Relations Indigenous Psychology Social Psychology of Humor
a22DChQAAAAJ,Yara El Atie,American University of Beirut,https://scholar.google.com/citations?hl=en&user=a22DChQAAAAJ,"Research Assistant at the American University of Beirut, Biology Department",Hypertension Phosphate Kidney Neuroscience Retinoblastoma
pabilDkAAAAJ,Miriam Adams-Schimminger,American University of Beirut,https://scholar.google.com/citations?hl=en&user=pabilDkAAAAJ,American University of Beirut,landscape ecology
oND8rvwAAAAJ,Christophe El Rassi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=oND8rvwAAAAJ,American University of Beirut,
lB7GYsoAAAAJ,"Maysaa Jaafar, Ph.D.",American University of Beirut,https://scholar.google.com/citations?hl=en&user=lB7GYsoAAAAJ,"Lecturer and Lab Engineer, American University of Beirut",Supply chain Operation research Simulation Mathematical Formulation
ilaP90cAAAAJ,Hawraa Kareem,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ilaP90cAAAAJ,University of Michigan - American University of Beirut,Chemical and Petroleum Engineering
zcxD0O8AAAAJ,Abdullah Hakeem,American University of Beirut,https://scholar.google.com/citations?hl=en&user=zcxD0O8AAAAJ,American University of Beirut,Reticular Chemistry Crystallography
3jy2KzoAAAAJ,mariam bazzi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=3jy2KzoAAAAJ,American University of Beirut,
nVtZYzMAAAAJ,Kamal Abou Mikhael,American University of Beirut,https://scholar.google.com/citations?hl=en&user=nVtZYzMAAAAJ,American University of Beirut,Linguistics Metaphor New Testament Greek Corpus Linguistics Interlinear
dUIdwtYAAAAJ,Cynthia el hayek,American University of Beirut,https://scholar.google.com/citations?hl=en&user=dUIdwtYAAAAJ,American University of Beirut,Data Science Business Analytics Consumer Behavior Machine Learning Data Mining
8sIBCH4AAAAJ,Sara Al Hajj Ibrahim,American University of Beirut,https://scholar.google.com/citations?hl=en&user=8sIBCH4AAAAJ,"American University of Beirut (AUB), University of Toronto (Uoft)",Machine Learning Deep Learning Data Science Cybersecurity
eZpadaEAAAAJ,Zeeshan Samad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=eZpadaEAAAAJ,"Assistant Professor, American University of Beirut",Experimental economics Game theory Behavioral economics
LJ6M_FsAAAAJ,Thomas GAS Spence,American University of Beirut,https://scholar.google.com/citations?hl=en&user=LJ6M_FsAAAAJ,American University of Beirut,
tgqRDM4AAAAJ,Mostafa M. Hammoud,American University of Beirut,https://scholar.google.com/citations?hl=en&user=tgqRDM4AAAAJ,Department of Physics at American University of Beirut (AUB) & Middle East University (MEU …,plasma physics magnetic reconnection solar coronal heating magnetohydrodynamics CFD
SJT99BQAAAAJ,Roudy Touma,American University of Beirut,https://scholar.google.com/citations?hl=en&user=SJT99BQAAAAJ,"M.Eng. in Computer Engineering, American University of Beirut",Machine Learning Computer Vision Natural Language Processing
r_LLoLgAAAAJ,Mustafa Natout,American University of Beirut,https://scholar.google.com/citations?hl=en&user=r_LLoLgAAAAJ,American University of Beirut,Radiology abdominal imaging colon cancer
RSuLDzAAAAAJ,Christelle Lattouf,American University of Beirut,https://scholar.google.com/citations?hl=en&user=RSuLDzAAAAAJ,American University of Beirut,
WL40HbQAAAAJ,Mohammed Badr Alzeer,American University of Beirut,https://scholar.google.com/citations?hl=en&user=WL40HbQAAAAJ,American University of Beirut,Oil and Gas Pipelines Corrosion Risk Management Integrity Management and Energy Studies
8ctThgIAAAAJ,Fouad Bitar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=8ctThgIAAAAJ,American University of Beirut,
skDU_GYAAAAJ,Jason Barbour,American University of Beirut,https://scholar.google.com/citations?hl=en&user=skDU_GYAAAAJ,"BS in physics, American University of Beirut",Complex networks computational sciences
k0ER96EAAAAJ,Maria Abdelnour,American University of Beirut,https://scholar.google.com/citations?hl=en&user=k0ER96EAAAAJ,American University of Beirut,Clinical and Sports Nutrition
rvW9vPgAAAAJ,Roy El Darzi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=rvW9vPgAAAAJ,"Medical Student, American University of Beirut",Medicine Oncology Immuno-oncology Cancer therapy
aU2idB4AAAAJ,Karim Kanbar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=aU2idB4AAAAJ,American University of Beirut,Oncology Precision Medicine
76q2oQvICZoC,Reem W Malaeb,American University of Beirut,https://scholar.google.com/citations?hl=en&user=76q2oQvICZoC,"Medical Laboratory Scientist, American University of Beirut",Neuroscience Neurology Laboratory Hematology
SWRy2kwAAAAJ,Dima Habanjar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=SWRy2kwAAAAJ,American University of Beirut Medical Center,
44XnnH0AAAAJ,Hiba Hamade,American University of Beirut,https://scholar.google.com/citations?hl=en&user=44XnnH0AAAAJ,"Part time Lecturer, AUB",Management Leadership Organizational culture
1uCaUcIAAAAJ,jihane moukhaiber,American University of Beirut,https://scholar.google.com/citations?hl=en&user=1uCaUcIAAAAJ,American University of Beirut Medical Center,Pediatrics Pediatric Intensive Care
gh1U4jYAAAAJ,Aya Hajj,American University of Beirut,https://scholar.google.com/citations?hl=en&user=gh1U4jYAAAAJ,American University of Beirut,
cmndlPoAAAAJ,Farah Abou Harb,American University of Beirut,https://scholar.google.com/citations?hl=en&user=cmndlPoAAAAJ,American University of Beirut,
PxQrZaoAAAAJ,Mariam El Ali,American University of Beirut,https://scholar.google.com/citations?hl=en&user=PxQrZaoAAAAJ,"American University of Beirut, Center for Arab and Middle Eastern Studies (CAMES)",Arabic Literature Islamic Studies
6JfSMe0AAAAJ,Chafic Labaki,American University of Beirut,https://scholar.google.com/citations?hl=en&user=6JfSMe0AAAAJ,American University of Beirut,Electrical and Computer Engineering
wNi1xdkAAAAJ,Mohamad El Chamaa,American University of Beirut,https://scholar.google.com/citations?hl=en&user=wNi1xdkAAAAJ,American University of Beirut,History Urban Planning Sport Journalism
HfbfzycAAAAJ,Tarek El Bobo,American University of Beirut,https://scholar.google.com/citations?hl=en&user=HfbfzycAAAAJ,"Masters of Engineering student, American University of Beirut",Heat transfer dehumidification cooling and ventilation
yVn-cRAAAAAJ,Hadi Hasan,American University of Beirut,https://scholar.google.com/citations?hl=en&user=yVn-cRAAAAAJ,"Student, American University of Beirut",Machine Learning
FdRdtW8AAAAJ,Ghina Akoum,American University of Beirut,https://scholar.google.com/citations?hl=en&user=FdRdtW8AAAAJ,Postdoctoral Research Fellow at American University of Beirut,
yOcJfScAAAAJ,Diala Jazra,American University of Beirut,https://scholar.google.com/citations?hl=en&user=yOcJfScAAAAJ,"Medical Student, American University of Beirut",Artificial Intelligence Machine Learning Medicine
sl-_Z4wAAAAJ,Maria El Tannir,American University of Beirut,https://scholar.google.com/citations?hl=en&user=sl-_Z4wAAAAJ,American University of Beirut,Medicine
NUTYu40AAAAJ,Serge Sarkis,American University of Beirut,https://scholar.google.com/citations?hl=en&user=NUTYu40AAAAJ,"Research assistant, American University of Beirut",Machine learning Hyperspectral imaging Deep learning
1K-CnzMAAAAJ,Omar Allahham,American University of Beirut,https://scholar.google.com/citations?hl=en&user=1K-CnzMAAAAJ,"Masters Student, American University of Beirut",Energy Storage Energy Efficiency Heat and Mass Transfer Optimization ML Application
bSCpaqUAAAAJ,Tamar Kanimian,American University of Beirut,https://scholar.google.com/citations?hl=en&user=bSCpaqUAAAAJ,American University of Beirut,Liesegang Patterns Reaction-Diffusion Systems Chaos Theory
yJq522EAAAAJ,Ali Hmede,American University of Beirut,https://scholar.google.com/citations?hl=en&user=yJq522EAAAAJ,American University of Beirut,ophthalmology/surgery
sdejWAsAAAAJ,Alaaeddine El Ghazawi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=sdejWAsAAAAJ,"Postdoctoral Research Fellow, American University of Beirut",Cardiology
6zsL-iYAAAAJ,Ahmad Fakhr Aldeen Sattout,American University of Beirut,https://scholar.google.com/citations?hl=en&user=6zsL-iYAAAAJ,American University of Beirut,AI Cybersecurity Computer Vision.
ALl5oiMAAAAJ,Tala Kaddoura,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ALl5oiMAAAAJ,American University of Beirut,Kidney organoids stem cells podocytes
z1-9BJgAAAAJ,Rima Turk Iskandarani,American University of Beirut,https://scholar.google.com/citations?hl=en&user=z1-9BJgAAAAJ,"Instructor : Communications Skills Program, AUB",rhetoric literacy narratives peer reviews cross-cultural spaces
roKfXRYAAAAJ,Ali Sobhi Harfouch,American University of Beirut,https://scholar.google.com/citations?hl=en&user=roKfXRYAAAAJ,American University of Beirut,Islamic Thought Political Theory Liberation Theology
Ae8Vzv4AAAAJ,fatme charafeddine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Ae8Vzv4AAAAJ,American university of beirut,
s4dTOaMAAAAJ,Saly El Wazze,American University of Beirut,https://scholar.google.com/citations?hl=en&user=s4dTOaMAAAAJ,American University of Beirut,sociology
MJ9MmlYAAAAJ,Rabieh Al Kadi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=MJ9MmlYAAAAJ,"Master of Science, American University of Beirut",food security rural community development policy
sdt0i80AAAAJ,Jihad Jundi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=sdt0i80AAAAJ,"Mechanical Engineering Student, American University of Beirut",Quenching Mechanics Phase Transformations.
EzVgOV4AAAAJ,Patrick Atolepwa,American University of Beirut,https://scholar.google.com/citations?hl=en&user=EzVgOV4AAAAJ,"Graduate, American University of Beirut, Lebanon",Educational Leadership
iKEodZ8AAAAJ,Jen Fisher,American University of Beirut,https://scholar.google.com/citations?hl=en&user=iKEodZ8AAAAJ,"Lecturer, American University of Beirut",Psychology Disability studies Cultural psychology Disability justice
